id,spkid,full_name,pdes,name,prefix,neo,pha,H,diameter,albedo,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,rms
a0000364,2000364,   364 Isara (1893 T),364,Isara,,N,N,9.9,25.901,0.3,0.665,JPL 71,2459000.5,59000,20200531,J2000,0.148628644,2.221434871,1.891266017,6.004834527,105.5280633,312.9179394,259.8979323,2.551603725,0.297682769,2459336.771,20210502.27,1209.341076,3.310995417,0.909848,354.0855462,3.81E-08,5.09E-09,8.52E-08,3.96E-06,3.77E-05,3.97E-05,1.31E-05,5.84E-09,1.02E-09,4.41E-05,4.15E-06,MBA,0.48478
a0000365,2000365,   365 Corduba (1893 V),365,Corduba,,N,N,9.3,86.773,0.05,0.364,JPL 59,2459000.5,59000,20200531,J2000,0.157362436,2.800826917,2.360081971,12.79307053,185.1839821,216.094178,168.3990832,3.241571863,0.210268718,2458199.624,20180322.12,1712.094902,4.687460376,1.3789,536.626513,3.46E-08,8.74E-09,9.62E-08,4.29E-06,1.58E-05,2.02E-05,1.38E-05,1.01E-08,9.84E-10,6.39E-05,8.01E-06,MBA,0.41322
a0000366,2000366,   366 Vincentina (1893 W),366,Vincentina,,N,N,8.7,86.368,0.091,0.342,JPL 50,2459000.5,59000,20200531,J2000,0.05623757,3.145610242,2.968708766,10.57794,346.6985671,332.9483862,170.3033334,3.322511717,0.176663451,2458036.501,20171010,2037.772946,5.579118264,1.96104,763.1779368,3.81E-08,1.18E-08,1.20E-07,3.98E-06,2.21E-05,4.20E-05,3.66E-05,1.25E-08,9.98E-10,0.00020676,1.15E-05,MBA,0.41339
a0000367,2000367,   367 Amicitia (1893 AA),367,Amicitia,,N,N,10.7,21.243,0.393,0.632,JPL 77,2459000.5,59000,20200531,J2000,0.096268319,2.218856578,2.005250985,2.941400034,83.44527646,55.79328057,240.8270928,2.43246217,0.298201777,2459400.138,20210704.64,1207.236267,3.305232763,1.02029,397.0662593,3.56E-08,5.70E-09,7.89E-08,3.60E-06,7.82E-05,8.07E-05,1.94E-05,6.25E-09,1.15E-09,6.50E-05,4.66E-06,MBA,0.44352
a0000368,2000368,   368 Haidea (1893 AB),368,Haidea,,N,N,9.9,69.277,0.038,0.195,JPL 96,2459000.5,59000,20200531,J2000,0.20101786,3.074723205,2.456648925,7.795200619,226.32311,95.22504582,165.8417459,3.692797484,0.182807932,2458093.309,20171205.81,1969.279976,5.391594733,1.4598,568.110366,3.43E-08,1.24E-08,1.05E-07,3.84E-06,2.95E-05,3.10E-05,1.12E-05,1.48E-08,1.10E-09,5.97E-05,1.19E-05,MBA,0.42044
a0000369,2000369,   369 Aeria (1893 AE),369,Aeria,,N,N,8.6,73.767,0.127,1.072,JPL 84,2459000.5,59000,20200531,J2000,0.096576584,2.64954885,2.393664472,12.71724412,94.1612667,269.6448544,73.14932801,2.905433229,0.228531556,2458680.416,20190715.92,1575.274793,4.312867331,1.43245,557.4665665,4.15E-08,7.99E-09,1.10E-07,4.77E-06,2.04E-05,3.27E-05,2.63E-05,8.77E-09,1.03E-09,0.00011493,7.13E-06,MBA,0.47888
a0000370,2000370,   370 Modestia (1893 AC),370,Modestia,,N,N,10.7,38.093,0.065,0.109,JPL 32,2459000.5,59000,20200531,J2000,0.091575789,2.324043564,2.111217441,7.865780362,290.9165832,68.63821337,238.7814795,2.536869687,0.278187542,2459436.244,20210809.74,1294.091021,3.54302812,1.12108,436.2907036,3.54E-08,6.45E-09,8.24E-08,4.33E-06,2.73E-05,3.61E-05,2.47E-05,7.04E-09,1.16E-09,8.92E-05,5.39E-06,MBA,0.39793
a0000371,2000371,   371 Bohemia (1893 AD),371,Bohemia,,N,N,8.7,52.976,0.234,0.622,JPL 36,2459000.5,59000,20200531,J2000,0.064148853,2.725365167,2.550536119,7.402947518,283.3910564,342.0744283,91.16266875,2.900194215,0.219061987,2458584.35,20190410.85,1643.370468,4.499303128,1.53562,597.6172354,4.05E-08,8.37E-09,1.11E-07,4.56E-06,3.20E-05,4.60E-05,3.29E-05,8.91E-09,1.01E-09,0.00015019,7.57E-06,MBA,0.45217
a0000372,2000372,   372 Palma (1893 AH),372,Palma,,N,N,7.5,173.642,0.059,2.84,JPL 84,2459000.5,59000,20200531,J2000,0.258137953,3.152042995,2.338381069,23.82489509,327.3221644,115.6459216,162.5232935,3.965704922,0.176122919,2458077.717,20171120.22,2044.02699,5.596240904,1.45054,564.5066518,3.47E-08,7.45E-09,1.09E-07,4.96E-06,1.04E-05,1.48E-05,9.27E-06,9.38E-09,6.25E-10,5.09E-05,7.25E-06,MBA,0.47973
a0000373,2000373,   373 Melusina (1893 AJ),373,Melusina,,N,N,9.1,98.695,0.04,0.947,JPL 43,2459000.5,59000,20200531,J2000,0.137840096,3.119365869,2.689392178,15.37938863,3.647046185,348.6189484,16.96719345,3.54933956,0.178897635,2458905.657,20200226.16,2012.323972,5.509442771,1.68655,656.3546635,4.17E-08,1.36E-08,1.33E-07,4.39E-06,1.48E-05,2.04E-05,1.56E-05,1.54E-08,1.17E-09,8.68E-05,1.31E-05,MBA,0.42892
a0000374,2000374,   374 Burgundia (1893 AK),374,Burgundia,,N,N,8.8,44.67,0.3014,1.3,JPL 41,2459000.5,59000,20200531,J2000,0.079455427,2.780539604,2.559610642,8.992091495,219.0080403,25.49430715,232.6866827,3.001468565,0.212574148,2459599.413,20220119.91,1693.526725,4.636623478,1.55032,603.3380344,3.97E-08,9.51E-09,1.10E-07,4.44E-06,2.50E-05,3.60E-05,2.71E-05,1.03E-08,1.09E-09,0.00012826,8.69E-06,MBA,0.43018
a0000375,2000375,   375 Ursula (1893 AL),375,Ursula,,N,N,7.4,216,0.042,,JPL 68,2459000.5,59000,20200531,J2000,0.104280184,3.125472671,2.799547807,15.94436925,336.40447,341.3218167,8.264353745,3.451397535,0.178373574,2458954.168,20200414.67,2018.236172,5.525629492,1.7917,697.275889,3.82E-08,1.46E-08,1.24E-07,3.61E-06,1.65E-05,3.02E-05,2.81E-05,1.62E-08,1.25E-09,0.00015725,1.42E-05,MBA,0.35233
a0000376,2000376,   376 Geometria (1893 AM),376,Geometria,,N,N,9.5,35.465,0.321,0.054,JPL 79,2459000.5,59000,20200531,J2000,0.172148342,2.288248135,1.894330012,5.433076918,301.986582,316.8909974,301.5942301,2.682166258,0.284740602,2459205.619,20201222.12,1264.30863,3.461488378,0.883285,343.7480235,3.67E-08,5.22E-09,8.44E-08,4.30E-06,4.15E-05,4.35E-05,1.48E-05,6.12E-09,9.75E-10,5.22E-05,4.33E-06,MBA,0.45969
a0000377,2000377,   377 Campania (1893 AN),377,Campania,,N,N,9,90.346,0.06,0.561,JPL 48,2459000.5,59000,20200531,J2000,0.076994619,2.691653437,2.484410606,6.674343386,210.094757,195.4782606,226.634779,2.898896267,0.223190323,2459598.04,20220118.54,1612.973155,4.416079821,1.49389,581.3771713,3.38E-08,6.56E-09,9.14E-08,3.83E-06,3.30E-05,4.15E-05,2.58E-05,7.07E-09,8.16E-10,0.00011603,5.90E-06,MBA,0.49829
a0000378,2000378,   378 Holmia (1893 AP),378,Holmia,,N,N,9.8,27.831,0.339,0.362,JPL 38,2459000.5,59000,20200531,J2000,0.130439099,2.775401757,2.413380853,7.006245142,232.4421144,157.4466349,150.6071012,3.137422662,0.213164699,2458293.971,20180624.47,1688.834978,4.623778175,1.42086,552.9560862,4.02E-08,9.72E-09,1.10E-07,4.26E-06,3.43E-05,3.77E-05,1.67E-05,1.10E-08,1.12E-09,7.74E-05,8.87E-06,MBA,0.43386
a0000379,2000379,   379 Huenna (1894 AQ),379,Huenna,,N,N,8.9,84.787,0.046,1.558,JPL 108,2459000.5,59000,20200531,J2000,0.179785007,3.140297893,2.575719413,1.670187325,171.8857499,180.4852269,13.25445787,3.704876373,0.177111925,2458925.663,20200317.16,2032.612999,5.564991098,1.57033,611.1253261,3.71E-08,1.06E-08,1.18E-07,4.08E-06,0.00013021,0.00013063,1.15E-05,1.25E-08,8.97E-10,6.50E-05,1.03E-05,MBA,0.43338
a0000380,2000380,   380 Fiducia (1894 AR),380,Fiducia,,N,N,9.5,67.508,0.066,2.455,JPL 37,2459000.5,59000,20200531,J2000,0.112732212,2.678532274,2.376575407,6.162254679,95.04459878,239.7450067,66.33736617,2.980489141,0.224832323,2458705.447,20190809.95,1601.193256,4.383828217,1.37344,534.5016448,3.48E-08,8.47E-09,9.36E-08,3.70E-06,3.68E-05,4.06E-05,1.70E-05,9.42E-09,1.07E-09,7.57E-05,7.59E-06,MBA,0.44245
a0000381,2000381,   381 Myrrha (1894 AS),381,Myrrha,,N,N,8.4,127.639,0.064,1.686,JPL 47,2459000.5,59000,20200531,J2000,0.090148265,3.224969273,2.934243887,12.55828219,125.0757317,143.6004294,228.3450245,3.515694658,0.170182815,2459774.109,20220713.61,2115.372229,5.791573521,1.92849,750.5104533,3.11E-08,1.34E-08,9.71E-08,3.37E-06,1.72E-05,2.72E-05,2.22E-05,1.46E-08,1.06E-09,0.00013159,1.31E-05,OMB,0.43864
a0000382,2000382,   382 Dodona (1894 AT),382,Dodona,,N,N,8.8,65.209,0.129,0.496,JPL 38,2459000.5,59000,20200531,J2000,0.17146094,3.122614235,2.587207863,7.391281634,313.4722917,270.3432309,256.2392506,3.658020606,0.178618555,2459581.407,20220101.91,2015.468104,5.518050935,1.59202,619.5664234,3.96E-08,1.36E-08,1.24E-07,4.44E-06,3.48E-05,3.72E-05,1.51E-05,1.59E-08,1.16E-09,8.64E-05,1.31E-05,MBA,0.43831
a0000383,2000383,   383 Janina (1894 AU),383,Janina,,N,N,9.9,43.482,0.101,0.475,JPL 38,2459000.5,59000,20200531,J2000,0.167517278,3.137618335,2.612013051,2.659586938,92.77947191,324.4957021,322.1001025,3.663223618,0.177338856,2459214.215,20201230.71,2030.011967,5.557869861,1.62473,632.2961741,3.26E-08,1.19E-08,1.04E-07,3.73E-06,8.27E-05,8.34E-05,1.18E-05,1.38E-08,1.00E-09,6.69E-05,1.15E-05,MBA,0.47655
a0000384,2000384,   384 Burdigala (1894 AV),384,Burdigala,,N,N,9.5,34.435,0.192,1.074,JPL 35,2459000.5,59000,20200531,J2000,0.148367792,2.650610182,2.257345003,5.590453735,47.82971466,34.75714469,133.2085853,3.043875361,0.22839431,2458417.26,20181025.76,1576.221401,4.315459003,1.27574,496.4797358,3.69E-08,8.10E-09,9.72E-08,4.17E-06,4.39E-05,4.64E-05,1.50E-05,9.30E-09,1.05E-09,6.50E-05,7.23E-06,MBA,0.45758
a0000385,2000385,   385 Ilmatar (1894 AX),385,Ilmatar,,N,N,7.6,85.837,0.242,0.576,JPL 95,2459000.5,59000,20200531,J2000,0.122588701,2.852932181,2.503194932,13.55070003,344.9424112,188.6975912,92.55812432,3.20266943,0.204534655,2458547.97,20190305.47,1760.092931,4.818871817,1.50978,587.5610826,4.30E-08,7.34E-09,1.21E-07,3.82E-06,1.50E-05,2.12E-05,1.57E-05,8.24E-09,7.90E-10,7.68E-05,6.80E-06,MBA,0.51565
a0000386,2000386,   386 Siegena (1894 AY),386,Siegena,,N,N,7.7,165.01,0.0692,2.7,JPL 102,2459000.5,59000,20200531,J2000,0.168619743,2.897345177,2.408795577,20.21825769,166.6463316,220.635346,345.3181665,3.385894777,0.199849799,2459073.964,20200812.46,1801.352822,4.931835241,1.43994,560.3814498,3.23E-08,8.46E-09,9.32E-08,3.40E-06,1.20E-05,1.71E-05,1.45E-05,9.88E-09,8.75E-10,7.28E-05,7.89E-06,MBA,0.41928
a0000387,2000387,   387 Aquitania (1894 AZ),387,Aquitania,,N,N,7.6,100.51,0.19,2.9,JPL 110,2459000.5,59000,20200531,J2000,0.235063786,2.741524664,2.097091496,18.11521753,128.219461,157.3196272,188.0049277,3.385957832,0.217128003,2459792.637,20220801.14,1658.008157,4.539378938,1.09089,424.5416613,3.52E-08,7.34E-09,9.69E-08,4.11E-06,8.74E-06,1.11E-05,8.02E-06,9.06E-09,8.72E-10,3.94E-05,6.66E-06,MBA,0.48625
a0000388,2000388,   388 Charybdis (1894 BA),388,Charybdis,,N,N,8.6,125.754,0.042,1.887,JPL 98,2459000.5,59000,20200531,J2000,0.065797685,3.003805931,2.806162453,6.44600885,354.2607729,332.410759,276.5920933,3.201449408,0.189319901,2459441.066,20210814.57,1901.543358,5.20614198,1.79685,699.2801145,3.79E-08,1.11E-08,1.16E-07,4.33E-06,3.53E-05,4.89E-05,3.53E-05,1.18E-08,1.05E-09,0.00018706,1.05E-05,MBA,0.46748
a0000389,2000389,   389 Industria (1894 BB),389,Industria,,N,N,7.8,74.378,0.225,1.883,JPL 108,2459000.5,59000,20200531,J2000,0.066950132,2.608274853,2.433650508,8.121861059,282.2846639,264.9053071,316.5713176,2.782899198,0.233977471,2459186.111,20201202.61,1538.609672,4.212483702,1.4513,564.802421,3.71E-08,6.30E-09,9.83E-08,3.27E-06,2.89E-05,3.86E-05,2.66E-05,6.72E-09,8.47E-10,0.00011384,5.57E-06,MBA,0.46393
a0000390,2000390,   390 Alma (1894 BC),390,Alma,,N,N,10.1,25.688,0.268,0.18,JPL 27,2459000.5,59000,20200531,J2000,0.131718807,2.651289676,2.302064962,12.16324517,305.2019635,190.3213291,96.50436918,3.000514391,0.228306514,2458577.803,20190404.3,1576.827545,4.317118537,1.31738,512.6847746,5.12E-08,6.76E-09,1.37E-07,5.35E-06,2.10E-05,2.69E-05,1.62E-05,7.65E-09,8.73E-10,7.06E-05,6.03E-06,MBA,0.41677
a0000391,2000391,   391 Ingeborg (1894 BE),391,Ingeborg,,N,N,10.8,15.751,0.29,3.048,JPL 37,2459000.5,59000,20200531,J2000,0.305685878,2.319649561,1.610565449,23.2035882,212.8644875,147.0248023,211.0955403,3.028733673,0.278978352,2459534.249,20211115.75,1290.422705,3.532984817,0.644286,250.7367826,4.11E-08,4.61E-09,9.56E-08,4.72E-06,9.15E-06,1.05E-05,7.58E-06,6.02E-09,8.31E-10,2.83E-05,3.84E-06,MCA,0.40401
a0000392,2000392,   392 Wilhelmina (1894 BF),392,Wilhelmina,,N,N,9.8,60.75,0.173,0.184,JPL 45,2459000.5,59000,20200531,J2000,0.140581137,2.884319822,2.478838861,14.31469549,209.8022884,173.6257658,244.4198792,3.289800784,0.201205085,2459574.939,20211226.44,1789.219195,4.898615182,1.48336,577.2792112,3.28E-08,1.05E-08,9.29E-08,3.65E-06,1.44E-05,2.00E-05,1.61E-05,1.20E-08,1.10E-09,8.18E-05,9.78E-06,MBA,0.42834
a0000393,2000393,   393 Lampetia (1894 BG),393,Lampetia,,N,N,8.4,116.191,0.022,31.4,JPL 109,2459000.5,59000,20200531,J2000,0.330437969,2.780070051,1.86142935,14.87475272,212.4398771,90.71191518,111.1928862,3.698710751,0.212628005,2458477.554,20181225.05,1693.097762,4.63544904,0.917918,357.2261481,2.95E-08,5.39E-09,8.17E-08,4.57E-06,1.61E-05,1.69E-05,7.24E-06,7.18E-09,6.19E-10,3.33E-05,4.93E-06,MBA,0.39065
a0000394,2000394,   394 Arduina (1894 BH),394,Arduina,,N,N,9.7,29.97,0.294,0.269,JPL 37,2459000.5,59000,20200531,J2000,0.227053644,2.763464871,2.136010101,6.219120337,66.89962406,271.1849215,171.1474398,3.390919641,0.214547348,2458202.786,20180325.29,1677.95129,4.593980259,1.13815,442.9338355,3.81E-08,9.32E-09,1.04E-07,3.82E-06,3.81E-05,3.92E-05,1.22E-05,1.14E-08,1.08E-09,5.55E-05,8.49E-06,MBA,0.4383
a0000395,2000395,   395 Delia (1894 BK),395,Delia,,N,N,10.4,44.189,0.033,0.455,JPL 51,2459000.5,59000,20200531,J2000,0.084982198,2.784935621,2.548265672,3.354491548,259.281271,10.93397593,150.5316193,3.02160557,0.212071024,2458290.683,20180621.18,1697.544497,4.647623537,1.53221,596.2901657,3.11E-08,9.09E-09,8.55E-08,3.45E-06,4.66E-05,5.00E-05,1.97E-05,9.87E-09,1.04E-09,9.10E-05,8.31E-06,MBA,0.43739
a0000396,2000396,   396 Aeolia (1894 BL),396,Aeolia,,N,N,10.1,39.242,0.126,0.455,JPL 35,2459000.5,59000,20200531,J2000,0.160623448,2.74203147,2.301596922,2.550206136,249.9182979,21.61461648,26.04203217,3.182466018,0.217067808,2458880.528,20200201.03,1658.467935,4.54063774,1.28562,500.3247354,3.64E-08,1.07E-08,1.02E-07,4.34E-06,9.78E-05,9.89E-05,1.62E-05,1.24E-08,1.27E-09,7.44E-05,9.73E-06,MBA,0.45031
a0000397,2000397,   397 Vienna (1894 BM),397,Vienna,,N,N,9.4,49.032,0.139,1.055,JPL 106,2459000.5,59000,20200531,J2000,0.247699237,2.634222586,1.981727663,12.86359781,227.9148673,140.0761276,164.8655247,3.28671751,0.230528896,2458285.338,20180615.84,1561.626358,4.275499953,1.00056,389.3879352,3.49E-08,7.04E-09,9.14E-08,4.04E-06,1.69E-05,1.86E-05,9.54E-06,8.78E-09,9.24E-10,3.99E-05,6.26E-06,MBA,0.42445
a0000398,2000398,   398 Admete (1894 BN),398,Admete,,N,N,10.4,49.771,0.054,0.694,JPL 33,2459000.5,59000,20200531,J2000,0.2233124,2.739253883,2.127544524,9.555256427,279.8269249,160.3188697,256.8768005,3.350963243,0.21739805,2459474.852,20210917.35,1655.948614,4.533740215,1.14608,446.0199536,3.76E-08,9.64E-09,1.03E-07,4.24E-06,2.69E-05,2.85E-05,1.09E-05,1.18E-08,1.15E-09,5.11E-05,8.74E-06,MBA,0.4429
a0000399,2000399,   399 Persephone (1895 BP),399,Persephone,,N,N,9,39.566,0.311,1.885,JPL 38,2459000.5,59000,20200531,J2000,0.075933007,3.050143283,2.818536731,13.11385849,346.1966952,193.4019391,154.6078023,3.281749834,0.185022145,2458164.882,20180215.38,1945.713036,5.327071967,1.82457,710.0679069,4.60E-08,1.37E-08,1.41E-07,5.27E-06,1.95E-05,3.57E-05,2.96E-05,1.47E-08,1.24E-09,0.00015958,1.31E-05,MBA,0.42954
a0000400,2000400,   400 Ducrosa (1895 BU),400,Ducrosa,,N,N,10.5,36.001,0.112,0.39,JPL 40,2459000.5,59000,20200531,J2000,0.116292256,3.125963687,2.762438316,10.52669838,327.032866,237.5765349,184.7399828,3.489489057,0.178331549,2459983.276,20230207.78,2018.711792,5.526931668,1.77779,691.8625343,4.75E-08,1.53E-08,1.48E-07,5.65E-06,2.32E-05,3.07E-05,2.13E-05,1.71E-08,1.31E-09,0.00012145,1.49E-05,MBA,0.44749
a0000401,2000401,   401 Ottilia (1895 BT),401,Ottilia,,N,N,9.2,87.803,0.052,0.435,JPL 105,2459000.5,59000,20200531,J2000,0.031774947,3.342905336,3.236684697,5.964241787,36.05899568,299.4668085,33.32918361,3.449125975,0.16125677,2458793.816,20191106.32,2232.464412,6.112154449,2.23304,869.0321768,3.65E-08,1.45E-08,1.23E-07,4.09E-06,3.94E-05,7.42E-05,6.29E-05,1.49E-08,1.05E-09,0.00039035,1.45E-05,OMB,0.44862
a0000402,2000402,   402 Chloe (1895 BW),402,Chloe,,N,N,9,55.421,0.164,1.758,JPL 84,2459000.5,59000,20200531,J2000,0.112240472,2.558092791,2.270971247,11.83303202,129.3421724,17.58571554,240.4834816,2.845214334,0.240896025,2459496.633,20211009.13,1494.420676,4.091500823,1.28623,500.5621291,2.88E-08,5.49E-09,7.35E-08,3.52E-06,1.92E-05,2.68E-05,1.95E-05,6.11E-09,7.76E-10,8.13E-05,4.81E-06,MBA,0.44933
a0000403,2000403,   403 Cyane (1895 BX),403,Cyane,,N,N,8.9,53.574,0.173,0.635,JPL 35,2459000.5,59000,20200531,J2000,0.098047767,2.809602537,2.534127283,9.158356312,244.360869,254.7905828,284.0151162,3.085077791,0.209284346,2459363.57,20210529.07,1720.147769,4.709507923,1.56668,609.7048556,3.52E-08,8.74E-09,9.97E-08,4.16E-06,2.54E-05,3.36E-05,2.28E-05,9.60E-09,9.77E-10,0.00010955,8.03E-06,MBA,0.47721
a0000404,2000404,   404 Arsinoe (1895 BY),404,Arsinoe,,N,N,9.2,94.97,0.037,0.951,JPL 120,2459000.5,59000,20200531,J2000,0.198592745,2.59378939,2.078681634,14.10528462,92.59442674,120.6487245,11.54899932,3.108897146,0.235940236,2458951.551,20200412.05,1525.81012,4.177440438,1.10829,431.3132193,3.01E-08,5.24E-09,7.81E-08,3.66E-06,1.52E-05,1.78E-05,9.99E-06,6.28E-09,7.15E-10,4.23E-05,4.63E-06,MBA,0.38843
a0000405,2000405,   405 Thia (1895 BZ),405,Thia,,N,N,8.6,108.894,0.061,0.312,JPL 108,2459000.5,59000,20200531,J2000,0.243103884,2.585145144,1.95668632,11.93881423,255.2168602,308.8632829,99.30712043,3.213603969,0.237124635,2458581.703,20190408.2,1518.188945,4.156574797,0.975266,379.5442692,3.80E-08,5.48E-09,9.83E-08,4.08E-06,1.85E-05,1.98E-05,9.00E-06,6.81E-09,7.54E-10,3.76E-05,4.83E-06,MBA,0.48291
a0000406,2000406,   406 Erna (1895 CB),406,Erna,,N,N,10.3,46.266,0.06,0.31,JPL 35,2459000.5,59000,20200531,J2000,0.178205025,2.916386104,2.396671445,4.193217349,315.4786742,37.46127303,6.590015501,3.436100762,0.197895785,2458967.2,20200427.7,1819.139304,4.980531974,1.3929,542.074893,3.80E-08,9.72E-09,1.11E-07,3.59E-06,5.29E-05,5.39E-05,1.19E-05,1.15E-08,9.89E-10,6.02E-05,9.09E-06,MBA,0.46196
a0000407,2000407,   407 Arachne (1895 CC),407,Arachne,,N,N,9.1,95.07,0.0548,5.4,JPL 45,2459000.5,59000,20200531,J2000,0.069955139,2.625086432,2.441448146,7.521705792,294.5811362,82.44647876,119.1023071,2.808724717,0.231733416,2458486.537,20190103.04,1553.509229,4.253276467,1.45612,566.6782204,3.07E-08,6.41E-09,8.10E-08,4.28E-06,2.32E-05,3.96E-05,3.14E-05,6.86E-09,8.49E-10,0.00013526,5.69E-06,MBA,0.44109
a0000408,2000408,   408 Fama (1895 CD),408,Fama,,N,N,9.3,35.62,0.221,0.259,JPL 39,2459000.5,59000,20200531,J2000,0.144996733,3.166308402,2.707204027,9.086256573,297.1321771,108.6018901,33.92604808,3.625412776,0.174934011,2458806.564,20191119.06,2057.918858,5.634274765,1.73449,675.0114733,4.28E-08,1.39E-08,1.38E-07,4.45E-06,3.07E-05,3.45E-05,1.48E-05,1.59E-08,1.15E-09,8.49E-05,1.36E-05,MBA,0.39882
a0000409,2000409,   409 Aspasia (1895 CE),409,Aspasia,,N,N,7.6,171.012,0.054,1.155,JPL 103,2459000.5,59000,20200531,J2000,0.072324567,2.576120048,2.38980328,11.26674283,242.1523035,353.3485927,234.5242325,2.762436816,0.238371828,2459526.887,20211108.39,1510.245579,4.134827047,1.37813,536.3268521,3.01E-08,5.35E-09,7.78E-08,3.38E-06,1.63E-05,2.81E-05,2.35E-05,5.74E-09,7.43E-10,9.89E-05,4.71E-06,MBA,0.45768
a0000410,2000410,   410 Chloris (1896 CH),410,Chloris,,N,N,8.3,118.929,0.044,0.844,JPL 50,2459000.5,59000,20200531,J2000,0.24203217,2.722900725,2.063871154,10.96748311,96.93050602,172.7681451,72.99992971,3.381930296,0.219359457,2458667.713,20190703.21,1641.141918,4.493201691,1.04816,407.9124272,3.91E-08,7.66E-09,1.08E-07,4.29E-06,1.98E-05,2.10E-05,9.22E-06,9.51E-09,9.25E-10,4.11E-05,6.92E-06,MBA,0.43311
a0000411,2000411,   411 Xanthe (1896 CJ),411,Xanthe,,N,N,9.3,76.53,0.0831,2.3,JPL 34,2459000.5,59000,20200531,J2000,0.115694378,2.933223077,2.593865657,15.35417601,107.3806027,181.1002196,85.24937276,3.272580497,0.196194322,2458565.985,20190323.49,1834.915489,5.023724815,1.57752,613.9234584,3.55E-08,1.13E-08,1.05E-07,4.01E-06,1.51E-05,2.33E-05,1.84E-05,1.26E-08,1.13E-09,9.37E-05,1.06E-05,MBA,0.40915
a0000412,2000412,   412 Elisabetha (1896 CK),412,Elisabetha,,N,N,9.2,96.056,0.044,0.424,JPL 41,2459000.5,59000,20200531,J2000,0.042466512,2.763154119,2.645812602,13.76897913,106.4424852,91.74241743,301.5222921,2.880495636,0.214583542,2459273.017,20210227.52,1677.668269,4.59320539,1.68385,655.3039045,3.65E-08,9.53E-09,1.02E-07,4.07E-06,1.67E-05,5.19E-05,4.95E-05,9.94E-09,1.11E-09,0.0002308,8.68E-06,MBA,0.44143
a0000413,2000413,   413 Edburga (1896 CL),413,Edburga,,N,N,9.9,34.242,0.129,0.222,JPL 57,2459000.5,59000,20200531,J2000,0.341261202,2.585408907,1.703109156,18.72703918,103.7146704,252.825558,55.39130631,3.467708658,0.237088349,2458766.869,20191010.37,1518.421302,4.157210958,0.796139,309.8334146,3.72E-08,7.96E-09,9.56E-08,4.14E-06,1.44E-05,1.54E-05,5.84E-06,1.07E-08,1.09E-09,2.45E-05,7.01E-06,MBA,0.42066
a0000414,2000414,   414 Liriope (1896 CN),414,Liriope,,N,N,9.6,88.76,0.027,2.169,JPL 41,2459000.5,59000,20200531,J2000,0.072717145,3.50830679,3.253192737,9.556995038,110.5708221,318.7155162,30.87996728,3.763420843,0.149988419,2458794.618,20191107.12,2400.185307,6.571349232,2.27584,885.6886528,3.63E-08,1.66E-08,1.30E-07,4.16E-06,2.47E-05,3.80E-05,2.84E-05,1.78E-08,1.07E-09,0.00018948,1.71E-05,OMB,0.43118
a0000415,2000415,   415 Palatia (1896 CO),415,Palatia,,N,N,9.4,83.56,0.063,1.358,JPL 56,2459000.5,59000,20200531,J2000,0.299783109,2.792874442,1.955617859,8.218210374,126.335769,298.9888371,288.2683196,3.630131025,0.211167441,2459340.191,20210505.69,1704.808274,4.667510675,0.98482,383.2623994,3.43E-08,7.58E-09,9.47E-08,3.93E-06,2.60E-05,2.67E-05,7.74E-06,9.85E-09,8.60E-10,3.72E-05,6.94E-06,MBA,0.47282
a0000416,2000416,   416 Vaticana (1896 CS),416,Vaticana,,N,N,7.7,85.47,0.1689,1.7,JPL 107,2459000.5,59000,20200531,J2000,0.217971661,2.792371176,2.183713394,12.86046823,58.08522387,198.1944147,203.7516028,3.401028958,0.211224531,2459740.227,20220609.73,1704.347494,4.666249128,1.17305,456.5158685,4.08E-08,9.25E-09,1.13E-07,4.92E-06,1.79E-05,2.03E-05,1.11E-05,1.13E-08,1.05E-09,5.45E-05,8.47E-06,MBA,0.445
a0000417,2000417,   417 Suevia (1896 CT),417,Suevia,,N,N,9.5,54.874,0.072,0.494,JPL 47,2459000.5,59000,20200531,J2000,0.135845147,2.798367566,2.418222913,6.648260289,199.5046329,348.7934558,199.1942077,3.17851222,0.210545971,2459764.256,20220703.76,1709.840362,4.681287782,1.41925,552.3295225,3.05E-08,8.68E-09,8.58E-08,3.57E-06,2.93E-05,3.22E-05,1.45E-05,9.86E-09,9.79E-10,7.01E-05,7.95E-06,MBA,0.44575
a0000418,2000418,   418 Alemannia (1896 CV),418,Alemannia,,N,N,9.8,40.33,0.201,0.578,JPL 72,2459000.5,59000,20200531,J2000,0.119878803,2.591887476,2.281175107,6.818375588,248.8253043,126.4084172,203.4880393,2.902599844,0.236199981,2459663.125,20220324.62,1524.132211,4.172846574,1.2908,502.340636,3.87E-08,7.93E-09,1.01E-07,4.03E-06,3.48E-05,3.83E-05,1.76E-05,8.88E-09,1.08E-09,7.58E-05,6.99E-06,MBA,0.41102
